,FCFPS,ROIC
2010-01,0.0,17.55
2011-01,-1.22,22.08
2012-01,-0.26,14.75
2013-01,1.91,12.34
2014-01,0.93,13.98
2015-01,0.25,17.19
2016-01,0.13,13.86
2017-01,2.25,3.67
2018-01,-1.03,4.15
2019-01,1.12,8.94
TTM,0.0,6.78
